CID_1,CID_2,MCC,TC,combo,pair_label,Pearson,Spearman,Kendall,Pearson_class,Spearman_class,Kendall_class,DACS,random_number
CIDs15951529,CIDs16720766,0.0288,0.275229,CIDs15951529_CIDs16720766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2767317156398955,0.16135125012138762
CIDs15951529,CIDs23725625,0.0095,0.292683,CIDs15951529_CIDs23725625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2928371364581343,0.6351566549054395
CIDs15951529,CIDs44199317,-0.0005,0.275362,CIDs15951529_CIDs44199317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2753624539475198,0.8305776443045793
CIDs15951529,CIDs11625818,0.037,0.223108,CIDs15951529_CIDs11625818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226155211445591,0.5008479450001643
CIDs15951529,CIDs17755052,0.0347,0.210714,CIDs15951529_CIDs17755052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21355205406645,0.2168957142834127
CIDs15951529,CIDs00447654,-0.0019,0.170306,CIDs15951529_CIDs00447654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1703165982398662,0.4350451532870099
CIDs15951529,CIDs44449126,-0.0003,0.199153,CIDs15951529_CIDs44449126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1991532259567994,0.5592696533184859
CIDs15951529,CIDs56649450,0.0188,0.212687,CIDs15951529_CIDs56649450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2135162756536372,0.6850219126793221
CIDs15951529,CIDs44137675,-0.0011,0.232456,CIDs15951529_CIDs44137675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232458602628511,0.2262533769448225
CIDs15951529,CIDs54751698,-0.0019,0.176471,CIDs15951529_CIDs54751698,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1764812280130666,0.2893712445268165
CIDs15951529,CIDs16654980,0.0714,0.201681,CIDs15951529_CIDs16654980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2139466890629532,0.2414074490682493
CIDs15951529,CIDs25033539,-0.0013,0.153257,CIDs15951529_CIDs25033539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1532625135152102,0.13723873312227775
CIDs15951529,CIDs49867926,0.0282,0.201581,CIDs15951529_CIDs49867926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2035439499493905,0.12320486577280498
CIDs15951529,CIDs58423153,-0.0006,0.228448,CIDs15951529_CIDs58423153,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2284487879241209,0.027337819363276505
CIDs15951529,CIDs00176166,-0.0026,0.229167,CIDs15951529_CIDs00176166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2291817485948652,0.6077177655597781
CIDs15951529,CIDs11519784,-0.0006,0.220884,CIDs15951529_CIDs11519784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2208848149058689,0.49722113505539556
CIDs46893585,CIDs15953870,-0.0008,0.237624,CIDs46893585_CIDs15953870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2376253466615041,0.8941790840237589
CIDs46893585,CIDs46244173,-0.0002,0.231317,CIDs46893585_CIDs46244173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2313170864614198,0.989760195690194
CIDs46893585,CIDs46244453,-0.0001,0.232394,CIDs46893585_CIDs46244453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323940215151844,0.2778975920839929
CIDs46893585,CIDs00001805,-0.0003,0.181416,CIDs46893585_CIDs00001805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1814162480485141,0.5048544713237292
CIDs46893585,CIDs46836568,-0.0001,0.252308,CIDs46893585_CIDs46836568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2523080198170482,0.4274624088301944
CIDs46893585,CIDs49846579,-0.0006,0.244318,CIDs46893585_CIDs49846579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2443187367436235,0.5737884447249542
CIDs46893585,CIDs46930996,-0.0002,0.134897,CIDs46893585_CIDs46930996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1348971482611845,0.5101306592243458
CIDs46893585,CIDs67970189,-0.0001,0.305785,CIDs46893585_CIDs67970189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3057850163513575,0.8612550166355826
CIDs46893585,CIDs11327430,-0.0009,0.192453,CIDs46893585_CIDs11327430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1924551043984025,0.9584332358362445
CIDs46893585,CIDs00003310,-0.001,0.211679,CIDs46893585_CIDs00003310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2116813620539135,0.439637983607844
CIDs46893585,CIDs56973724,-0.0006,0.227799,CIDs46893585_CIDs56973724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2277997901689112,0.9536103199872599
CIDs46893585,CIDs00003385,-0.0036,0.1,CIDs46893585_CIDs00003385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1000647790183938,0.19415125647906595
CIDs46893585,CIDs09933475,-0.001,0.236,CIDs46893585_CIDs09933475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236002118634558,0.9872405855416702
CIDs46893585,CIDs05311497,-0.0011,0.258152,CIDs46893585_CIDs05311497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2581543435698884,0.323883812945991
CIDs46893585,CIDs24856436,-0.0008,0.269481,CIDs46893585_CIDs24856436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2694821874651458,0.07305515664477003
CIDs46893585,CIDs44381568,-0.0001,0.167286,CIDs46893585_CIDs44381568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16728602988893,0.5226218226313125
CIDs46893585,CIDs00002719,-0.0021,0.14486,CIDs46893585_CIDs00002719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1448752207936195,0.11388939666745423
CIDs46893585,CIDs76321032,-0.0001,0.191336,CIDs46893585_CIDs76321032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1913360261320382,0.4435461978848635
CIDs46893585,CIDs56946894,-0.0001,0.188406,CIDs46893585_CIDs56946894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188406026538431,0.6832171230449299
CIDs46893585,CIDs00064780,-0.0004,0.214035,CIDs46893585_CIDs00064780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2140353737703186,0.5445974717234298
CIDs46893585,CIDs00001690,-0.0002,0.226027,CIDs46893585_CIDs00001690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2260270884849867,0.8322085706008598
CIDs46893585,CIDs10368812,-0.0001,0.216129,CIDs46893585_CIDs10368812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2161290231343305,0.8831766614442512
CIDs46893585,CIDs10163178,-0.0004,0.195652,CIDs46893585_CIDs10163178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195652408888825,0.38995929482569236
CIDs46893585,CIDs00123631,-0.0023,0.220884,CIDs46893585_CIDs00123631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2208959742865406,0.9618257202030983
CIDs46893585,CIDs11375205,-0.0002,0.255906,CIDs46893585_CIDs11375205,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2559060781536851,0.39661273471172576
CIDs46893585,CIDs46224759,-0.0002,0.202335,CIDs46893585_CIDs46224759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2023350988459491,0.30514381030151516
CIDs46893585,CIDs00104741,0.0208,0.184685,CIDs46893585_CIDs00104741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1858526008023562,0.7054085661973221
CIDs46893585,CIDs00005376,0.0157,0.266667,CIDs46893585_CIDs00005376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2671287683664939,0.5087430733264475
CIDs46893585,CIDs74767926,-0.0001,0.222222,CIDs46893585_CIDs74767926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222220225000213,0.7634085274184315
CIDs46893585,CIDs51039095,-0.0005,0.325103,CIDs46893585_CIDs51039095,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3251033844933024,0.592766553587992
CIDs46893585,CIDs16720766,-0.0014,0.197761,CIDs46893585_CIDs16720766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1977659554144747,0.9784001740376135
CIDs46893585,CIDs23725625,-0.0011,0.294118,CIDs46893585_CIDs23725625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2941200569903385,0.5875399542323766
CIDs46893585,CIDs44199317,-0.0001,0.273859,CIDs46893585_CIDs44199317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2738590182575699,0.16240751015599764
CIDs46893585,CIDs11625818,-0.0008,0.211073,CIDs46893585_CIDs11625818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2110745160577183,0.2852312159790481
CIDs46893585,CIDs17755052,0.0618,0.205047,CIDs46893585_CIDs17755052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2141576807144679,0.9671688263590985
CIDs46893585,CIDs00447654,-0.0006,0.147601,CIDs46893585_CIDs00447654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1476022194988951,0.25737038731737283
CIDs46893585,CIDs44449126,-0.0001,0.207407,CIDs46893585_CIDs44449126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2074070241071888,0.27469755492516357
CIDs46893585,CIDs56649450,-0.0007,0.247458,CIDs46893585_CIDs56649450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474589900650206,0.833531659470337
CIDs46893585,CIDs44137675,-0.0003,0.222642,CIDs46893585_CIDs44137675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2226422021181069,0.4181271259214878
CIDs46893585,CIDs54751698,-0.0006,0.192913,CIDs46893585_CIDs54751698,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1929139330608341,0.49703723306721315
CIDs46893585,CIDs16654980,-0.0008,0.20073,CIDs46893585_CIDs16654980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2007315941749081,0.5983103818454657
CIDs46893585,CIDs25033539,-0.0004,0.219858,CIDs46893585_CIDs25033539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2198583638709248,0.4517247071799356
CIDs46893585,CIDs49867926,-0.0005,0.19244,CIDs46893585_CIDs49867926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1924406495520112,0.5863839862377982
CIDs46893585,CIDs58423153,-0.0002,0.210332,CIDs46893585_CIDs58423153,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2103320950877445,0.24735084263616391
CIDs46893585,CIDs00176166,-0.0008,0.21147,CIDs46893585_CIDs00176166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2114715132115907,0.16688792568657307
CIDs46893585,CIDs11519784,-0.0002,0.217544,CIDs46893585_CIDs11519784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2175440919354051,0.3401677230986442
CIDs15953870,CIDs46244173,-0.0007,0.245734,CIDs15953870_CIDs46244173,0.0,-0.1755579518594572,-0.0714285714285714,-0.0476190476190476,-1.0,-1.0,-1.0,0.2457349970110078,0.44160503947272944
CIDs15953870,CIDs46244453,-0.0004,0.246622,CIDs15953870_CIDs46244453,0.0,-0.1443291954218459,-0.1228070175438596,-0.0760233918128654,-1.0,-1.0,-1.0,0.2466223243828506,0.4419492837366973
CIDs15953870,CIDs00001805,0.0402,0.1259839999999999,CIDs15953870_CIDs00001805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1322422332539797,0.3375405855432483
CIDs15953870,CIDs46836568,-0.0004,0.189944,CIDs15953870_CIDs46836568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1899444211763009,0.7657814852549737
CIDs15953870,CIDs49846579,-0.0026,0.2384820000000001,CIDs15953870_CIDs49846579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2384961725562908,0.10209714907596523
CIDs15953870,CIDs46930996,-0.0008,0.170029,CIDs15953870_CIDs46930996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1700308820214728,0.5166284066074379
CIDs15953870,CIDs67970189,-0.0004,0.167247,CIDs15953870_CIDs67970189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1672474783337554,0.7140492150610754
CIDs15953870,CIDs11327430,0.0229,0.367347,CIDs15953870_CIDs11327430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3680600880413414,0.6217550048731568
CIDs15953870,CIDs00003310,-0.0041,0.143322,CIDs15953870_CIDs00003310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1433806321788267,0.10843448660735988
CIDs15953870,CIDs56973724,0.0201,0.18662,CIDs15953870_CIDs56973724,0.0,-0.5393100594601118,-0.4,-0.3333333333333334,-1.0,-1.0,-1.0,0.1876993191250304,0.865342356992948
CIDs15953870,CIDs00003385,0.1339,0.0913242,CIDs15953870_CIDs00003385,0.0,0.7003640799473385,0.7714285714285715,0.6,1.0,1.0,1.0,0.1620781277829923,0.6351513438160374
CIDs15953870,CIDs09933475,0.0319,0.179856,CIDs15953870_CIDs09933475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1826630524654616,0.4199626270779553
CIDs15953870,CIDs05311497,0.03,0.2202530000000001,CIDs15953870_CIDs05311497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222867157726706,0.4353533052906102
CIDs15953870,CIDs24856436,0.0779,0.223881,CIDs15953870_CIDs24856436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2370466455383834,0.07695042608119707
CIDs15953870,CIDs44381568,-0.0006,0.247191,CIDs15953870_CIDs44381568,0.0,-0.2712669858817653,0.1428571428571428,0.0476190476190476,-1.0,1.0,1.0,0.2471917281807787,0.8767996105671781
CIDs15953870,CIDs00002719,0.0158,0.147826,CIDs15953870_CIDs00002719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1486679732692956,0.953589175507401
CIDs15953870,CIDs76321032,-0.0004,0.207612,CIDs15953870_CIDs76321032,0.0,0.2811142485462915,0.2857142857142857,0.1428571428571428,1.0,1.0,1.0,0.2076123853338234,0.7312460893184042
CIDs15953870,CIDs56946894,-0.0004,0.200692,CIDs15953870_CIDs56946894,0.0,0.2646767090681219,0.2142857142857144,0.1428571428571428,1.0,1.0,1.0,0.2006923986203762,0.3668119520010694
CIDs15953870,CIDs00064780,-0.0016,0.166134,CIDs15953870_CIDs00064780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1661417044453318,0.15306645398752894
CIDs15953870,CIDs00001690,0.2145,0.152905,CIDs15953870_CIDs00001690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2634201758123322,0.04864669011937606
CIDs15953870,CIDs10368812,-0.0006,0.18209,CIDs15953870_CIDs10368812,0.0,0.4789884720717509,0.2636363636363637,0.2,1.0,1.0,1.0,0.1820909885194761,0.32398115232807423
CIDs15953870,CIDs10163178,-0.0017,0.2202800000000001,CIDs15953870_CIDs10163178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2202865597352685,0.5116041343559855
CIDs15953870,CIDs00123631,0.0505,0.205224,CIDs15953870_CIDs00123631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2113460200145723,0.7069886066726928
CIDs15953870,CIDs11375205,-0.0007,0.21147,CIDs15953870_CIDs11375205,0.0,-0.0454944909343389,-0.0857843137254902,-0.0147058823529411,-1.0,-1.0,-1.0,0.2114711585535956,0.6979767831045778
CIDs15953870,CIDs46224759,-0.0009,0.223881,CIDs15953870_CIDs46224759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2238828089894353,0.870949270290292
CIDs15953870,CIDs00104741,0.0138,0.146341,CIDs15953870_CIDs00104741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1469902319237574,0.17883619066474288
CIDs15953870,CIDs00005376,0.0668,0.166667,CIDs15953870_CIDs00005376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1795553644116488,0.4239851283264203
CIDs15953870,CIDs74767926,-0.0006,0.224719,CIDs15953870_CIDs74767926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2247198009989328,0.10484905980097448
CIDs15953870,CIDs51039095,-0.002,0.267658,CIDs15953870_CIDs51039095,0.0,-0.004709155847941,0.0818181818181818,0.0909090909090909,-1.0,1.0,1.0,0.2676654721177164,0.12571637848369532
CIDs15953870,CIDs16720766,-0.0055,0.188811,CIDs15953870_CIDs16720766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1888910895754482,0.13537709255373642
CIDs15953870,CIDs23725625,0.0175,0.220149,CIDs15953870_CIDs23725625,0.0,0.1810427072508462,0.2052631578947368,0.1111111111111111,1.0,1.0,1.0,0.2208434563237045,0.8149640287935627
CIDs15953870,CIDs44199317,-0.0006,0.189781,CIDs15953870_CIDs44199317,0.0,0.2235612391759369,0.3214285714285715,0.2380952380952381,1.0,1.0,1.0,0.1897819484592778,0.7874636989781162
CIDs15953870,CIDs11625818,0.0134,0.182692,CIDs15953870_CIDs11625818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1831827690149922,0.8685818792262006
CIDs15953870,CIDs17755052,0.0279,0.21148,CIDs15953870_CIDs17755052,0.0,-0.2092269961709466,-0.1614035087719298,-0.087719298245614,-1.0,-1.0,-1.0,0.2133124478318132,0.24503595564827918
CIDs15953870,CIDs00447654,-0.0023,0.191336,CIDs15953870_CIDs00447654,0.0,-0.3386769942408555,-0.3333333333333334,-0.2142857142857142,-1.0,-1.0,-1.0,0.1913498233498008,0.6875855198291932
CIDs15953870,CIDs44449126,-0.0004,0.223404,CIDs15953870_CIDs44449126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2234043580953603,0.38946723044754405
CIDs15953870,CIDs56649450,-0.0029,0.198142,CIDs15953870_CIDs56649450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1981632210174229,0.8543568793383342
CIDs15953870,CIDs44137675,-0.0013,0.275093,CIDs15953870_CIDs44137675,0.0,0.0337897896308684,-0.1904761904761904,-0.1428571428571428,1.0,-1.0,-1.0,0.2750960716713344,0.8653760371852153
CIDs15953870,CIDs54751698,-0.0023,0.381974,CIDs15953870_CIDs54751698,0.0,0.4236817409679901,0.3181818181818182,0.2363636363636364,1.0,1.0,1.0,0.3819809244923102,0.19152826269215883
CIDs15953870,CIDs16654980,0.2128,0.225352,CIDs15953870_CIDs16654980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3099473566656118,0.20881473678368556
CIDs15953870,CIDs25033539,0.0305,0.201987,CIDs15953870_CIDs25033539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2042767685494363,0.4399631854875995
CIDs15953870,CIDs49867926,0.0228,0.207921,CIDs15953870_CIDs49867926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209167354625429,0.06902651340130339
CIDs15953870,CIDs58423153,-0.0007,0.252708,CIDs15953870_CIDs58423153,0.0,-0.3033742291866946,-0.1181818181818181,-0.0909090909090909,-1.0,-1.0,-1.0,0.2527089694965337,0.6601622349516503
CIDs15953870,CIDs00176166,0.1276,0.182119,CIDs15953870_CIDs00176166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2223715138253998,0.6307834735210335
CIDs15953870,CIDs11519784,-0.0007,0.413127,CIDs15953870_CIDs11519784,0.0,-0.4128711566308513,-0.3095238095238095,-0.1428571428571428,-1.0,-1.0,-1.0,0.4131275930375506,0.17446657839756397
CIDs46244173,CIDs46244453,0.5773,0.976744,CIDs46244173_CIDs46244453,0.0,0.4665414708720967,0.45,0.2777777777777778,1.0,1.0,1.0,1.134594258550606,0.497756307384959
CIDs46244173,CIDs00001805,-0.0003,0.147321,CIDs46244173_CIDs00001805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1473213054551174,0.46004415236440166
CIDs46244173,CIDs46836568,-0.0001,0.225309,CIDs46244173_CIDs46836568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2253090221917444,0.9202059394017177
CIDs46244173,CIDs49846579,-0.0005,0.222857,CIDs46244173_CIDs49846579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2228575608970897,0.8342710701159386
CIDs46244173,CIDs46930996,-0.0002,0.185535,CIDs46244173_CIDs46930996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1855351077963413,0.5584979036577856
CIDs46244173,CIDs67970189,-0.0001,0.214286,CIDs46244173_CIDs67970189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2142860233333009,0.9489580530142704
CIDs46244173,CIDs11327430,0.1233,0.2,CIDs46244173_CIDs11327430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2349529527373512,0.25044483837696285
CIDs46244173,CIDs00003310,-0.0009,0.166667,CIDs46244173_CIDs00003310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666694299774256,0.5555702027745522
CIDs46244173,CIDs56973724,-0.0005,0.217391,CIDs46244173_CIDs56973724,0.0,-0.6265789009788781,-0.5,-0.3333333333333333,-1.0,-1.0,-1.0,0.2173915750000445,0.223901735502693
CIDs46244173,CIDs00003385,0.0314,0.1290319999999999,CIDs46244173_CIDs00003385,0.0,-0.2599502162625838,-0.3,-0.2,-1.0,-1.0,-1.0,0.1327976544371172,0.5772498706013545
CIDs46244173,CIDs09933475,0.0551,0.245833,CIDs46244173_CIDs09933475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251932280363196,0.49502944066533194
CIDs46244173,CIDs05311497,0.0524,0.234332,CIDs46244173_CIDs05311497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2401192333487678,0.1051349255492835
CIDs46244173,CIDs24856436,-0.0007,0.304795,CIDs46244173_CIDs24856436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3047958038179003,0.5661870945025081
CIDs46244173,CIDs44381568,-0.0001,0.407407,CIDs46244173_CIDs44381568,0.0,0.2550517386824182,0.6571428571428573,0.6,1.0,1.0,1.0,0.4074070122727394,0.3725973387449225
CIDs46244173,CIDs00002719,0.0263,0.2051280000000001,CIDs46244173_CIDs00002719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2068071236297242,0.4845956698471916
CIDs46244173,CIDs76321032,-0.0001,0.28,CIDs46244173_CIDs76321032,0.0,-0.2069136748186086,0.2666666666666666,0.2222222222222222,-1.0,1.0,1.0,0.2800000178571423,0.31614486655814944
CIDs46244173,CIDs56946894,-0.0001,0.282258,CIDs46244173_CIDs56946894,0.0,-0.5737325751131385,-0.6,-0.4666666666666666,-1.0,-1.0,-1.0,0.2822580177142892,0.4753602280195778
CIDs46244173,CIDs00064780,-0.0003,0.174825,CIDs46244173_CIDs00064780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1748252574000679,0.17901411561211766
CIDs46244173,CIDs00001690,-0.0002,0.171717,CIDs46244173_CIDs00001690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1717171164706652,0.5096258535367865
CIDs46244173,CIDs10368812,-0.0001,0.211221,CIDs46244173_CIDs10368812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2112210236718873,0.5800158855294134
CIDs46244173,CIDs10163178,-0.0004,0.264822,CIDs46244173_CIDs10163178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2648223020895332,0.40342057859841396
CIDs46244173,CIDs00123631,0.0486,0.283843,CIDs46244173_CIDs00123631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2879736249190193,0.14213811036877633
CIDs46244173,CIDs11375205,-0.0002,0.22619,CIDs46244173_CIDs11375205,0.0,0.2016539080499864,0.2,0.2,1.0,1.0,1.0,0.2261900884212215,0.10362061646301257
CIDs46244173,CIDs46224759,-0.0002,0.261603,CIDs46244173_CIDs46224759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2616030764517115,0.5042605219486929
CIDs46244173,CIDs00104741,0.0512,0.176744,CIDs46244173_CIDs00104741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1840105473498734,0.013783891952496963
CIDs46244173,CIDs00005376,0.0403,0.156098,CIDs46244173_CIDs00005376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1612162386485927,0.8819506063088454
CIDs46244173,CIDs74767926,-0.0001,0.284483,CIDs46244173_CIDs74767926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2844830175757421,0.6963843686172594
CIDs46244173,CIDs51039095,-0.0004,0.289256,CIDs46244173_CIDs51039095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289256276571486,0.7092478277634586
CIDs46244173,CIDs16720766,-0.0012,0.285124,CIDs46244173_CIDs16720766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2851265252059162,0.27935473921784004
CIDs46244173,CIDs23725625,0.0504,0.187251,CIDs46244173_CIDs23725625,0.0,-0.2608834516199884,-0.1833333333333332,-0.1111111111111111,-1.0,-1.0,-1.0,0.1939151799137963,0.2753883838506791
CIDs46244173,CIDs44199317,-0.0001,0.178571,CIDs46244173_CIDs44199317,0.0,-0.1792804851316163,0.0,0.0,-1.0,0.0,0.0,0.178571028000065,0.6013342358054532
CIDs46244173,CIDs11625818,0.0759,0.268657,CIDs46244173_CIDs11625818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2791726950276477,0.7139519516032674
CIDs46244173,CIDs17755052,0.1439,0.398496,CIDs46244173_CIDs17755052,0.0,0.2619106452752182,0.6,0.4444444444444444,1.0,1.0,1.0,0.4236818051509883,0.021144221041929145
CIDs46244173,CIDs00447654,-0.0005,0.331858,CIDs46244173_CIDs00447654,0.0,0.0003831055316594,-0.2333333333333333,-0.1666666666666666,1.0,-1.0,-1.0,0.3318583766669149,0.2793153703379676
CIDs46244173,CIDs44449126,-0.0001,0.322176,CIDs46244173_CIDs44449126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3221760155194673,0.9733380047117116
CIDs46244173,CIDs56649450,0.0811,0.209459,CIDs46244173_CIDs56649450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2246114037198467,0.748458576684631
CIDs46244173,CIDs44137675,0.1739,0.38326,CIDs46244173_CIDs44137675,0.0,-0.2047531496531118,0.0833333333333333,0.0555555555555555,-1.0,1.0,1.0,0.4208674822316402,0.38879053658039653
CIDs46244173,CIDs54751698,0.3013,0.210744,CIDs46244173_CIDs54751698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3676883511018536,0.4927909151195924
CIDs46244173,CIDs16654980,0.1428,0.430493,CIDs46244173_CIDs16654980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.453559326934195,0.9248561936879728
CIDs46244173,CIDs25033539,0.2979,0.237037,CIDs46244173_CIDs25033539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3806979765759203,0.5413954350334084
CIDs46244173,CIDs49867926,0.2307,0.229927,CIDs46244173_CIDs49867926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3257129339295571,0.08514294544148926
CIDs46244173,CIDs58423153,-0.0002,0.169118,CIDs46244173_CIDs58423153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1691181182605814,0.12796053964122456
CIDs46244173,CIDs00176166,-0.0007,0.210332,CIDs46244173_CIDs00176166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2103331648219081,0.2354900372417439
CIDs46244173,CIDs11519784,0.3332,0.199288,CIDs46244173_CIDs11519784,0.0,0.2594387481131691,0.1,0.0555555555555555,1.0,1.0,1.0,0.3882498511834872,0.5560328616416278
